id,lng,lat,topic,sentiment,temperature_avg
1.12E+18,28.04,-26.2,Weather Extremes,0.73,0.38
1.12E+18,-95.37,29.76,Weather Extremes,-0.05,2.46
1.12E+18,-0.13,51.51,Weather Extremes,-0.24,4.06
1.12E+18,-118.29,34.07,Weather Extremes,0.83,-3.13
1.12E+18,8.81,53.08,Weather Extremes,0.05,7.89
1.12E+18,-2.6,51.46,Weather Extremes,-0.05,4.72
1.12E+18,-1.53,54.9,Impact of Resource Overconsumption,-0.3,4.74
1.12E+18,73.04,33.72,Weather Extremes,0.01,2.91
1.12E+18,36.82,-1.28,Weather Extremes,0.73,0.46
1.12E+18,-3.66,50.72,Weather Extremes,-0.05,4.25
1.12E+18,-0.13,51.51,Seriousness of Gas Emissions,-0.22,4.06
1.12E+18,-0.54,53.23,Impact of Resource Overconsumption,-0.26,3.96
1.12E+18,-116.78,34.69,Seriousness of Gas Emissions,-0.27,-0.96
1.12E+18,-82.9,42.67,Seriousness of Gas Emissions,0.55,8.33
1.12E+18,-80.19,25.77,Seriousness of Gas Emissions,-0.4,0.61
1.12E+18,-82.4,35.51,Impact of Resource Overconsumption,-0.51,3.33
1.12E+18,-8.47,51.9,Seriousness of Gas Emissions,0.6,3.84
1.12E+18,80.28,13.09,Seriousness of Gas Emissions,0.6,1.61
1.12E+18,-2,54,Seriousness of Gas Emissions,0.6,5.14
1.12E+18,-80.81,28.61,Seriousness of Gas Emissions,0.34,0.76
1.12E+18,-114.47,51.03,Weather Extremes,-0.58,-2.9
1.12E+18,28.05,-26.21,Weather Extremes,-0.46,0.38
1.12E+18,2.35,48.85,Weather Extremes,-0.71,4.04
1.12E+18,-0.2,51.65,Seriousness of Gas Emissions,-0.4,4.06
1.12E+18,76.14,28.79,Seriousness of Gas Emissions,0.2,1.73
1.12E+18,1.29,52.63,Weather Extremes,-0.4,2.84
1.12E+18,9.19,45.46,Impact of Resource Overconsumption,0.47,2.78
1.12E+18,-84.68,43.62,Weather Extremes,-0.22,8.26
1.12E+18,1.29,52.63,Seriousness of Gas Emissions,-0.4,2.84
1.12E+18,121.47,31.23,Seriousness of Gas Emissions,-0.32,-2.19
1.12E+18,29.78,-28.55,Weather Extremes,0.73,0.17
1.12E+18,-52.71,47.56,Impact of Resource Overconsumption,-0.26,-2.36
1.12E+18,-0.14,50.82,Seriousness of Gas Emissions,-0.4,3.74
1.12E+18,-3.5,50.55,Seriousness of Gas Emissions,-0.4,4.25
1.12E+18,-1.26,52.53,Seriousness of Gas Emissions,-0.4,4.85
1.12E+18,-89.06,31.13,Impact of Resource Overconsumption,0.07,3.15
1.12E+18,-2.25,51.87,Weather Extremes,-0.05,4.72
1.12E+18,-90.08,29.95,Weather Extremes,0.44,2.61
1.12E+18,-116.78,34.69,Seriousness of Gas Emissions,-0.62,-0.96
1.12E+18,-106.78,32.31,Seriousness of Gas Emissions,0.04,2.9
1.12E+18,-122.33,47.6,Seriousness of Gas Emissions,-0.42,-2.37
1.12E+18,-77.04,38.9,Seriousness of Gas Emissions,-0.17,3.87
1.12E+18,-123.1,44.05,Impact of Resource Overconsumption,0.79,-2.88
1.12E+18,-121.53,38.58,Weather Extremes,0.23,-4.01
1.12E+18,-65.96,18.38,Weather Extremes,0.37,-0.16
1.12E+18,-92.5,38.25,Impact of Resource Overconsumption,-0.76,4.84
1.12E+18,-122.68,45.52,Seriousness of Gas Emissions,-0.28,-2.63
1.12E+18,2.35,48.85,Seriousness of Gas Emissions,0.13,4.04
1.12E+18,-81.73,28.02,Seriousness of Gas Emissions,0.55,0.5
1.12E+18,80.28,13.09,Seriousness of Gas Emissions,-0.11,1.61
1.12E+18,32.47,0.06,Seriousness of Gas Emissions,0.48,0.05
1.12E+18,-81.46,27.76,Weather Extremes,0.78,0.4
1.12E+18,-114.09,51.05,Weather Extremes,-0.74,-2.9
1.12E+18,-1.9,50.73,Impact of Resource Overconsumption,-0.28,3.69
1.12E+18,20.26,63.83,Weather Extremes,-0.31,2.4
1.12E+18,3.88,43.61,Seriousness of Gas Emissions,0.13,-0.28
1.12E+18,-73.95,40.65,Weather Extremes,-0.6,0.77
1.12E+18,2.49,48.82,Seriousness of Gas Emissions,0.13,4.04
1.12E+18,36.83,-1.3,Weather Extremes,-0.15,0.46
1.12E+18,-78.88,42.89,Weather Extremes,-0.2,8.5
1.12E+18,-3.1,51.01,Impact of Resource Overconsumption,-0.4,4.78
1.12E+18,-71.41,41.82,Seriousness of Gas Emissions,-0.42,0.76
1.12E+18,-0.13,51.51,Impact of Resource Overconsumption,0.46,4.06
1.12E+18,-105.61,38.73,Weather Extremes,0.55,2.54
1.12E+18,-79.14,37.41,Seriousness of Gas Emissions,0.15,4.47
1.12E+18,-118.24,34.05,Weather Extremes,-0.16,-3.13
1.12E+18,-118.24,34.05,Weather Extremes,0.17,-3.13
1.12E+18,-90.2,38.63,Weather Extremes,0.62,4.99
1.12E+18,-71.11,42.37,Weather Extremes,-0.15,2.21
1.12E+18,-84.4,39.52,Seriousness of Gas Emissions,-0.11,5.91
1.12E+18,0.46,51.77,Weather Extremes,-0.05,3.93
1.12E+18,-111.5,34.5,Weather Extremes,-0.09,0.74
1.12E+18,-1.5,54.13,Impact of Resource Overconsumption,0.41,4.74
1.12E+18,-6.46,52.33,Weather Extremes,-0.14,4.56
1.12E+18,-1.9,52.48,Seriousness of Gas Emissions,0.5,4.85
1.12E+18,-2.6,51.45,Impact of Resource Overconsumption,0.76,4.72
1.12E+18,-81.69,41.51,Weather Extremes,-0.73,7.79
1.12E+18,-112.07,33.45,Seriousness of Gas Emissions,0.39,0.45
1.12E+18,28.19,-25.74,Weather Extremes,0.73,0.88
1.12E+18,147.32,-42.87,Weather Extremes,-0.44,-1.79
1.12E+18,-98.1,50.87,Impact of Resource Overconsumption,0.32,2.64
1.12E+18,-1.62,6.69,Weather Extremes,0,0.22
1.12E+18,0.15,51.44,Seriousness of Gas Emissions,0.45,3.93
1.12E+18,-3.19,55.95,Impact of Resource Overconsumption,-0.14,4.92
1.12E+18,4.85,45.75,Seriousness of Gas Emissions,0.13,0.4
1.12E+18,-116.78,34.69,Weather Extremes,0.54,-0.96
1.12E+18,-3.18,51.48,Weather Extremes,-0.4,4.78
1.12E+18,7.27,43.7,Seriousness of Gas Emissions,0.13,1.32
1.12E+18,-3.19,55.95,Impact of Resource Overconsumption,-0.04,4.92
1.12E+18,-1.68,48.11,Seriousness of Gas Emissions,0.13,2.58
1.12E+18,-81.7,41.5,Weather Extremes,-0.44,7.79
1.12E+18,-2.23,53.45,Seriousness of Gas Emissions,-0.49,5.14
1.12E+18,-0.76,52.04,Seriousness of Gas Emissions,-0.4,4.34
1.12E+18,37.52,0,Weather Extremes,0.37,0.55
1.12E+18,-118.14,33.99,Impact of Resource Overconsumption,-0.26,-2.13
1.12E+18,-1.55,47.22,Seriousness of Gas Emissions,0.13,2.09
1.12E+18,-86.78,36.17,Weather Extremes,-0.26,4.01
1.12E+18,-1.3,54.56,Weather Extremes,-0.05,4.74
1.12E+18,-2,54,Seriousness of Gas Emissions,-0.47,5.14
1.12E+18,4.14,51.16,Weather Extremes,0.55,5.95
1.12E+18,-2,54,Weather Extremes,-0.05,5.14
1.12E+18,-74.01,40.71,Weather Extremes,0.82,1.44
1.12E+18,-1.17,53.93,Weather Extremes,-0.05,4.98
1.12E+18,-0.46,46.32,Seriousness of Gas Emissions,0.13,1.45
1.12E+18,-1.17,53.93,Seriousness of Gas Emissions,-0.4,4.98
1.12E+18,-1.55,53.8,Weather Extremes,0.81,4.98
1.12E+18,-4,56,Seriousness of Gas Emissions,-0.4,4.96
1.12E+18,18.07,59.33,Weather Extremes,-0.15,3.16
1.12E+18,-83,39.96,Seriousness of Gas Emissions,0.17,6.6
1.12E+18,-6.26,53.35,Seriousness of Gas Emissions,-0.21,4.95
1.12E+18,-84.41,39.33,Impact of Resource Overconsumption,0.37,5.91
1.12E+18,-80.64,28.11,Weather Extremes,0.17,0.76
1.12E+18,-0.17,50.83,Weather Extremes,-0.38,3.74
1.12E+18,-6.25,53.33,Weather Extremes,-0.14,4.95
1.12E+18,-0.58,44.84,Seriousness of Gas Emissions,0.13,0.66
1.12E+18,-114.87,39.26,Weather Extremes,-0.46,0.73
1.12E+18,-122.42,37.77,Impact of Resource Overconsumption,0.01,-3.58
1.12E+18,-1.9,51.32,Seriousness of Gas Emissions,-0.4,4.35
1.12E+18,-76.22,43.11,Seriousness of Gas Emissions,0.51,7.42
1.12E+18,-79.88,43.5,Seriousness of Gas Emissions,-0.11,8.55
1.12E+18,-121.49,38.58,Weather Extremes,-0.69,-4.01
1.12E+18,-117.16,32.72,Impact of Resource Overconsumption,0.43,-1.44
1.12E+18,-82.93,40.13,Weather Extremes,-0.3,7.41
1.12E+18,-2,54,Seriousness of Gas Emissions,-0.4,5.14
1.12E+18,-98.49,29.42,Weather Extremes,0.39,3
1.12E+18,27.7,-26.18,Weather Extremes,0.73,0.62
1.12E+18,-58.58,-34.43,Weather Extremes,-0.53,0.58
1.12E+18,-9.05,53.27,Weather Extremes,-0.14,4.48
1.12E+18,0.12,52.2,Impact of Resource Overconsumption,0.46,3.5
1.12E+18,-0.13,51.51,Weather Extremes,-0.1,4.06
1.12E+18,-2,54,Weather Extremes,-0.05,5.14
1.12E+18,-118.24,34.05,Weather Extremes,0.16,-3.13
1.12E+18,-97.74,30.27,Impact of Resource Overconsumption,-0.26,3.51
1.12E+18,-73.73,40.8,Impact of Resource Overconsumption,-0.39,0.77
1.12E+18,-97.6,35.25,Weather Extremes,-0.59,4.2
1.12E+18,-73.84,40.68,Seriousness of Gas Emissions,0.03,0.77
1.12E+18,-0.99,51.45,Seriousness of Gas Emissions,-0.11,4.06
1.12E+18,-72.4,5.34,Weather Extremes,-0.06,0.49
1.12E+18,-0.13,51.51,Seriousness of Gas Emissions,-0.4,4.06
1.12E+18,-87.65,41.85,Seriousness of Gas Emissions,-0.35,6.62
1.12E+18,-95.37,29.76,Seriousness of Gas Emissions,0.43,2.46
1.12E+18,-104.92,39.75,Weather Extremes,-0.11,2.73
1.12E+18,73.04,33.72,Seriousness of Gas Emissions,-0.34,2.91
1.12E+18,-1.09,50.8,Seriousness of Gas Emissions,0.44,3.69
1.12E+18,36.82,-1.28,Weather Extremes,0.73,0.46
1.12E+18,-1.26,52.53,Weather Extremes,-0.05,4.85
1.12E+18,-1.26,52.53,Weather Extremes,-0.2,4.85
1.12E+18,-80.25,43.55,Impact of Resource Overconsumption,-0.23,8.49
1.12E+18,-122.27,37.8,Weather Extremes,0.68,-3.58
1.12E+18,-0.09,51.47,Weather Extremes,-0.5,4.06
1.12E+18,3.26,50.83,Weather Extremes,0.55,5.92
1.12E+18,-77.47,38.78,Impact of Resource Overconsumption,-0.13,3.87
1.12E+18,2.35,48.86,Weather Extremes,-0.37,4.04
1.12E+18,-3.5,52.5,Weather Extremes,-0.05,5.12
1.12E+18,-97.27,34.96,Impact of Resource Overconsumption,-0.26,4.95
1.12E+18,-81.38,28.54,Weather Extremes,-0.59,0.5
1.12E+18,-0.13,51.51,Impact of Resource Overconsumption,0.77,4.06
1.12E+18,-105.07,40.55,Weather Extremes,-0.64,3.03
1.12E+18,-116.2,43.61,Seriousness of Gas Emissions,-0.67,-1.52
1.12E+18,10,53.55,Weather Extremes,0.49,7.94
1.12E+18,-8.47,51.9,Weather Extremes,-0.14,3.84
1.12E+18,110.37,-7.9,Impact of Resource Overconsumption,-0.34,-0.04
1.12E+18,-79.42,43.7,Impact of Resource Overconsumption,-0.2,8.55
1.12E+18,2.35,48.86,Impact of Resource Overconsumption,-0.08,4.04
1.12E+18,-82.32,29.65,Weather Extremes,-0.49,0.89
1.12E+18,-1.09,50.8,Weather Extremes,-0.42,3.69
1.12E+18,-127.05,54.7,Seriousness of Gas Emissions,-0.11,-2.6
1.12E+18,-96.7,33.02,Weather Extremes,0.22,4.62
1.12E+18,-58.38,-34.61,Seriousness of Gas Emissions,0.53,0.58
1.12E+18,-73.59,45.51,Weather Extremes,-0.64,6.79
1.12E+18,16.55,59.61,Impact of Resource Overconsumption,-0.02,3.93
1.12E+18,-116.78,34.69,Weather Extremes,0.04,-0.96
1.12E+18,-122.19,47.61,Weather Extremes,-0.5,-2.37
1.12E+18,-0.97,51.46,Seriousness of Gas Emissions,-0.45,4.06
1.12E+18,8.74,41.93,Seriousness of Gas Emissions,0.13,1.63
1.12E+18,-75.7,45.41,Weather Extremes,0.14,7.12
1.12E+18,-0.13,51.51,Seriousness of Gas Emissions,0.39,4.06
1.12E+18,-0.13,51.51,Weather Extremes,-0.13,4.06
1.12E+18,-0.3,51.72,Seriousness of Gas Emissions,0.4,4.06
1.12E+18,-117.16,32.72,Weather Extremes,-0.16,-1.44
1.12E+18,-77.62,43.15,Weather Extremes,-0.04,8
1.12E+18,-71.06,42.36,Seriousness of Gas Emissions,-0.35,2.21
1.12E+18,75.87,22.72,Seriousness of Gas Emissions,-0.55,2.18
1.12E+18,-1.26,52.53,Seriousness of Gas Emissions,-0.4,4.85
1.12E+18,-1.54,53.83,Seriousness of Gas Emissions,0.39,4.98
1.12E+18,-8.47,51.9,Weather Extremes,0.41,3.84
1.12E+18,-0.24,51.47,Weather Extremes,-0.54,4.06
1.12E+18,27.24,-25.67,Weather Extremes,0.14,0.85
1.12E+18,-97.79,42.35,Weather Extremes,-0.47,4.15
1.12E+18,-116.78,34.69,Seriousness of Gas Emissions,-0.32,-0.96
1.12E+18,-77.02,38.88,Weather Extremes,0.87,3.87
1.12E+18,13.31,48.4,Weather Extremes,0.49,6.69
1.12E+18,-118.24,34.05,Weather Extremes,-0.68,-3.13
1.12E+18,-5.93,54.6,Weather Extremes,0.06,4.83
1.12E+18,174.76,-36.85,Seriousness of Gas Emissions,0.53,-2.53
1.12E+18,18.07,59.33,Weather Extremes,-0.52,3.16
1.12E+18,-98.18,32.22,Weather Extremes,-0.62,5.57
1.12E+18,-75.16,39.95,Weather Extremes,-0.07,2.08
1.12E+18,151.21,-33.87,Weather Extremes,-0.36,-1.34
1.12E+18,-69.25,45.5,Weather Extremes,-0.06,4.77
1.12E+18,-0.3,51.31,Seriousness of Gas Emissions,0.53,4.06
1.12E+18,-2.25,53.48,Weather Extremes,0.29,5.14
1.12E+18,12.53,55.68,Impact of Resource Overconsumption,0.04,6.28
1.12E+18,-3.19,55.95,Weather Extremes,-0.55,4.92
1.12E+18,-2.98,51.35,Weather Extremes,-0.52,4.72
1.12E+18,-75.16,39.95,Seriousness of Gas Emissions,-0.11,2.08
1.12E+18,-81.38,28.54,Seriousness of Gas Emissions,-0.45,0.5
1.12E+18,-61.91,45.3,Seriousness of Gas Emissions,-0.64,1.21
1.12E+18,-74.01,40.71,Seriousness of Gas Emissions,0.3,1.44
1.12E+18,-87.65,41.85,Weather Extremes,0.01,6.62
1.12E+18,-2.25,53.48,Seriousness of Gas Emissions,0.5,5.14
1.12E+18,-0.06,51.53,Weather Extremes,-0.1,4.06
1.12E+18,-80.22,44.5,Impact of Resource Overconsumption,0.65,8.73
1.12E+18,-79.38,43.65,Impact of Resource Overconsumption,-0.26,8.55
1.12E+18,-73.59,45.51,Seriousness of Gas Emissions,0.32,6.79
1.12E+18,-4,56,Seriousness of Gas Emissions,-0.21,4.96
1.12E+18,-61.91,45.3,Weather Extremes,-0.48,1.21
1.12E+18,-86,50,Seriousness of Gas Emissions,-0.47,2.93
1.12E+18,-0.1,51.54,Weather Extremes,-0.43,4.06
1.12E+18,-0.13,51.51,Weather Extremes,-0.4,4.06
1.12E+18,4.03,49.26,Seriousness of Gas Emissions,0.13,4.98
1.12E+18,-4.11,56.79,Weather Extremes,0.76,4.96
1.12E+18,36.82,-1.28,Weather Extremes,0.73,0.46
1.12E+18,-97.44,35.22,Weather Extremes,-0.23,4.2
1.12E+18,0.47,50.99,Seriousness of Gas Emissions,0.47,3.87
1.12E+18,-97.27,34.96,Seriousness of Gas Emissions,0.43,4.95
1.12E+18,-92.11,46.78,Seriousness of Gas Emissions,-0.31,4.12
1.12E+18,36.82,-1.28,Weather Extremes,0.73,0.46
1.12E+18,-83.5,32.75,Impact of Resource Overconsumption,-0.7,2.34
1.12E+18,-0.12,51.58,Seriousness of Gas Emissions,-0.24,4.06
1.12E+18,-97.13,32.94,Seriousness of Gas Emissions,-0.11,4.82
1.12E+18,1.05,52.24,Impact of Resource Overconsumption,-0.48,2.84
1.12E+18,-108.92,54,Impact of Resource Overconsumption,0.41,-3.21
1.12E+18,77.59,12.98,Weather Extremes,0.5,0.09
1.12E+18,-0.13,51.51,Weather Extremes,-0.14,4.06
1.12E+18,-79.87,43.26,Impact of Resource Overconsumption,-0.26,8.55
1.12E+18,-74.01,40.71,Weather Extremes,0.82,1.44
1.12E+18,-0.97,51.46,Weather Extremes,-0.49,4.06
1.12E+18,-122.17,37.43,Seriousness of Gas Emissions,-0.67,-3.58
1.12E+18,-3.63,50.81,Weather Extremes,-0.05,4.25
1.12E+18,24.75,59.44,Seriousness of Gas Emissions,0.13,2.8
1.12E+18,-2.93,43.26,Impact of Resource Overconsumption,0.3,0.62
1.12E+18,-81.38,28.54,Weather Extremes,0.13,0.5
1.12E+18,-85.48,32.61,Seriousness of Gas Emissions,0.06,2.31
1.12E+18,-85.5,44.25,Seriousness of Gas Emissions,-0.37,7.56
1.12E+18,2.35,48.85,Seriousness of Gas Emissions,0.13,4.04
1.12E+18,24.94,60.17,Weather Extremes,-0.27,2.48
1.12E+18,-74.01,40.71,Weather Extremes,-0.7,1.44
1.12E+18,-96.99,33.05,Seriousness of Gas Emissions,0.34,4.62
1.12E+18,-2,54,Weather Extremes,-0.1,5.14
1.12E+18,28.19,-25.86,Weather Extremes,0.73,0.88
1.12E+18,18.5,-33.88,Weather Extremes,0.73,-0.91
1.12E+18,18.42,-33.93,Weather Extremes,0.73,-0.91
1.12E+18,-4.11,56.79,Weather Extremes,0.06,4.96
1.12E+18,-2,54,Weather Extremes,-0.05,5.14
1.12E+18,10,53.55,Seriousness of Gas Emissions,-0.41,7.94
1.12E+18,-1.32,53.97,Impact of Resource Overconsumption,-0.61,4.98
1.12E+18,-81.38,28.54,Weather Extremes,0.13,0.5
1.12E+18,-2,54,Weather Extremes,0.79,5.14
1.12E+18,2.35,48.86,Seriousness of Gas Emissions,0.13,4.04
1.12E+18,6.15,46.2,Seriousness of Gas Emissions,0.43,1.99
1.12E+18,-71.08,42.78,Seriousness of Gas Emissions,0.12,2.21
1.12E+18,-1.97,52.42,Seriousness of Gas Emissions,-0.4,4.85
1.12E+18,-4.25,55.86,Weather Extremes,-0.14,4.71
1.12E+18,-63.57,44.65,Seriousness of Gas Emissions,0.54,1.52
1.12E+18,-77.46,37.55,Weather Extremes,0.83,4.19
1.12E+18,-120.5,44,Weather Extremes,-0.17,-3.73
1.12E+18,-76.48,44.23,Seriousness of Gas Emissions,-0.11,7.46
1.12E+18,-101.13,48.24,Impact of Resource Overconsumption,-0.02,3.38
1.12E+18,-101.13,48.24,Impact of Resource Overconsumption,-0.02,3.38
1.12E+18,-7.11,52.26,Weather Extremes,0.55,4.44
1.12E+18,55.19,25.08,Weather Extremes,-0.24,2.75
1.12E+18,-121.32,44.06,Weather Extremes,0.54,-3.46
1.12E+18,29.75,-28.58,Weather Extremes,0.73,0.17
1.12E+18,0.26,51.13,Seriousness of Gas Emissions,0.48,3.93
1.12E+18,-123.12,49.25,Impact of Resource Overconsumption,-0.12,-1.23
1.12E+18,-100.08,66.03,Impact of Resource Overconsumption,-0.16,-5.44
1.12E+18,-80.19,25.77,Impact of Resource Overconsumption,0.76,0.61
1.12E+18,174.76,-36.85,Impact of Resource Overconsumption,-0.49,-2.53
1.12E+18,-1.96,52.51,Weather Extremes,-0.1,4.85
1.12E+18,-1.61,54.97,Weather Extremes,-0.14,4.74
1.12E+18,151.22,-33.85,Impact of Resource Overconsumption,-0.97,-1.34
1.12E+18,-2.25,53.48,Seriousness of Gas Emissions,-0.49,5.14
1.12E+18,-1.58,54.78,Weather Extremes,-0.05,4.74
1.12E+18,-149.89,61.22,Seriousness of Gas Emissions,-0.18,-2.19
1.12E+18,-0.99,51.45,Seriousness of Gas Emissions,-0.39,4.06
1.12E+18,-4,56,Weather Extremes,0.63,4.96
1.12E+18,-77.95,42.12,Weather Extremes,-0.49,7.76
1.12E+18,-83,39.96,Weather Extremes,-0.27,6.6
1.12E+18,-112.17,41.71,Seriousness of Gas Emissions,0.05,2.07
1.12E+18,-75.19,40.01,Weather Extremes,-0.07,2.72
1.12E+18,-2.98,53.41,Impact of Resource Overconsumption,-0.61,5.14
1.12E+18,-0.14,50.83,Seriousness of Gas Emissions,-0.49,3.74
1.12E+18,-121.89,37.34,Seriousness of Gas Emissions,-0.58,-4.24
1.12E+18,-117.6,33.64,Weather Extremes,-0.33,-1.71
1.12E+18,-83.11,32.33,Seriousness of Gas Emissions,-0.36,2.34
1.12E+18,1.29,52.63,Seriousness of Gas Emissions,0.5,2.84
1.12E+18,11.52,3.87,Seriousness of Gas Emissions,0.43,1.08
1.12E+18,-3.19,55.95,Impact of Resource Overconsumption,-0.41,4.92
1.12E+18,-1.97,52.42,Weather Extremes,-0.05,4.85
1.12E+18,0.16,51.06,Weather Extremes,0.56,3.93
1.12E+18,-122.9,47.04,Seriousness of Gas Emissions,0.18,-2.37
1.12E+18,-118.24,34.05,Impact of Resource Overconsumption,-0.07,-3.13
1.12E+18,-2.36,49.43,Weather Extremes,-0.05,0
1.12E+18,36.82,-1.28,Weather Extremes,0.73,0.46
1.12E+18,-95.36,29.76,Impact of Resource Overconsumption,-0.07,2.46
1.12E+18,-1.4,50.9,Weather Extremes,-0.05,3.69
1.12E+18,-74.01,40.71,Weather Extremes,-0.38,1.44
1.12E+18,-117.16,32.72,Weather Extremes,0.08,-1.44
1.12E+18,26.73,-29.23,Weather Extremes,0.73,-1.04
1.12E+18,77.59,12.98,Impact of Resource Overconsumption,-0.04,0.09
1.12E+18,-98.49,29.42,Weather Extremes,-0.48,3
1.12E+18,-1.9,52.48,Seriousness of Gas Emissions,-0.27,4.85
1.12E+18,-0.13,51.51,Seriousness of Gas Emissions,-0.02,4.06
1.12E+18,-79.38,43.65,Impact of Resource Overconsumption,-0.26,8.55
1.12E+18,-1.97,52.42,Weather Extremes,-0.05,4.85
1.12E+18,-87,33.45,Weather Extremes,0.36,2.48
1.12E+18,-1.26,52.53,Seriousness of Gas Emissions,-0.22,4.85
1.12E+18,-115.14,36.17,Seriousness of Gas Emissions,0.22,0.92
1.12E+18,28.05,-26.21,Weather Extremes,0.73,0.38
1.12E+18,6.15,46.2,Seriousness of Gas Emissions,0.53,1.99
1.12E+18,-2.19,53.92,Weather Extremes,-0.05,5.14
1.12E+18,-81.25,42.98,Weather Extremes,-0.47,8.03
1.12E+18,-4.11,56.79,Weather Extremes,-0.05,4.96
1.12E+18,-77.04,38.9,Seriousness of Gas Emissions,0.54,3.87
1.12E+18,-93.26,44.98,Seriousness of Gas Emissions,0.15,3.91
1.12E+18,-0.13,51.51,Seriousness of Gas Emissions,-0.4,4.06
1.12E+18,-3.02,56.19,Seriousness of Gas Emissions,-0.49,4.9
1.12E+18,0.71,51.25,Impact of Resource Overconsumption,0.75,3.93
1.12E+18,-84.03,9.92,Weather Extremes,-0.49,0.24
1.12E+18,-73.99,40.74,Seriousness of Gas Emissions,0.53,0.77
1.12E+18,55.19,25.08,Weather Extremes,-0.54,2.75
1.12E+18,-80.23,26.71,Weather Extremes,-0.27,0.57
1.12E+18,0.5,52.24,Seriousness of Gas Emissions,-0.4,3.5
1.12E+18,-79.44,43.88,Impact of Resource Overconsumption,-0.26,8.55
1.12E+18,-99.51,31.82,Weather Extremes,-0.36,5.15
1.12E+18,-0.13,51.51,Weather Extremes,0.42,4.06
1.12E+18,-1.73,55.3,Weather Extremes,-0.05,4.38
1.12E+18,-106.66,52.13,Weather Extremes,0.26,-2.36
1.12E+18,-89.4,43.07,Weather Extremes,-0.31,5.34
1.12E+18,30.4,-30.26,Weather Extremes,0.73,-0.31
1.12E+18,-0.13,51.51,Weather Extremes,-0.17,4.06
1.12E+18,-80.77,41.18,Weather Extremes,-0.79,7.59
1.12E+18,-4.26,55.87,Weather Extremes,-0.43,4.71
1.12E+18,-77.49,42.76,Weather Extremes,-0.05,7.76
1.12E+18,-0.13,51.51,Impact of Resource Overconsumption,-0.09,4.06
1.12E+18,-3.19,55.95,Impact of Resource Overconsumption,-0.18,4.92
1.12E+18,-0.13,51.51,Weather Extremes,-0.15,4.06
1.12E+18,-76.61,39.29,Weather Extremes,-0.73,2.74
1.12E+18,-114.06,51.05,Weather Extremes,-0.58,-2.9
1.12E+18,-83.55,42.69,Weather Extremes,0.41,8.26
1.12E+18,23.54,-28.19,Weather Extremes,0.73,-1.06
1.12E+18,-111.82,33.42,Weather Extremes,0.51,0.77
1.12E+18,-123.12,49.25,Weather Extremes,-0.48,-1.23
1.12E+18,-1.26,51.75,Weather Extremes,-0.29,4.35
1.12E+18,-90.24,38.65,Impact of Resource Overconsumption,0.17,4.99
1.12E+18,8.94,44.4,Seriousness of Gas Emissions,0.54,2.03
1.12E+18,-121.89,37.34,Seriousness of Gas Emissions,-0.58,-4.24
1.12E+18,138.6,-34.93,Weather Extremes,-0.05,-1.06
1.12E+18,-0.24,52.57,Weather Extremes,0.73,4.34
1.12E+18,-114.09,51.05,Impact of Resource Overconsumption,-0.26,-2.9
1.12E+18,-71.8,42.26,Weather Extremes,-0.05,2.21
1.12E+18,-0.43,53.72,Weather Extremes,-0.05,3.96
1.12E+18,-105.27,40.01,Weather Extremes,0.23,3.03
1.12E+18,-98.18,26.19,Weather Extremes,-0.36,1.93
1.12E+18,-1.13,52.64,Weather Extremes,-0.32,4.85
1.12E+18,-3.18,51.48,Weather Extremes,-0.44,4.78
1.12E+18,-52.78,47.52,Weather Extremes,0.78,-2.36
1.12E+18,-6.23,53.34,Seriousness of Gas Emissions,0.14,4.95
1.12E+18,-1.26,52.53,Impact of Resource Overconsumption,-0.53,4.85
1.12E+18,27.1,-26.72,Weather Extremes,-0.14,0.62
1.12E+18,-0.2,5.56,Weather Extremes,0.73,0.34
1.12E+18,-0.1,51.37,Weather Extremes,-0.59,4.06
1.12E+18,-117.16,32.72,Impact of Resource Overconsumption,0.14,-1.44
1.12E+18,-81.25,42.98,Impact of Resource Overconsumption,0.6,8.03
1.12E+18,-75.1,41.09,Impact of Resource Overconsumption,-0.62,3.98
1.12E+18,-5.93,54.6,Seriousness of Gas Emissions,-0.37,4.83
1.12E+18,-87.62,41.88,Weather Extremes,-0.54,6.62
1.12E+18,-3.2,55.95,Weather Extremes,-0.74,4.92
1.12E+18,-9.14,38.71,Weather Extremes,0.31,-1.15
1.12E+18,151.22,-33.85,Weather Extremes,-0.31,-1.34
1.12E+18,-5.93,54.6,Seriousness of Gas Emissions,-0.1,4.83
1.12E+18,-123.12,49.25,Seriousness of Gas Emissions,-0.34,-1.23
1.12E+18,-122.67,45.52,Seriousness of Gas Emissions,-0.25,-2.63
1.12E+18,-87.62,41.88,Weather Extremes,-0.69,6.62
1.12E+18,-90.24,38.65,Weather Extremes,0.25,4.99
1.12E+18,-75.39,40.09,Weather Extremes,0.73,2.72
1.12E+18,-105.53,50.4,Seriousness of Gas Emissions,0.08,0.62
1.12E+18,-81.46,27.76,Weather Extremes,0.51,0.4
1.12E+18,-123.11,44.64,Weather Extremes,-0.47,-2.88
1.12E+18,-79.38,43.65,Weather Extremes,0.07,8.55
1.12E+18,-0.2,5.56,Weather Extremes,0.73,0.34
1.12E+18,-2.09,57.15,Seriousness of Gas Emissions,0.09,4.33
1.12E+18,-0.13,51.51,Seriousness of Gas Emissions,0.13,4.06
1.12E+18,0.05,51.51,Seriousness of Gas Emissions,-0.49,3.93
