id,lng,lat,topic,sentiment,temperature_avg
1.08E+18,-109.75,47,Weather Extremes,-0.37,1.19
1.08E+18,-79.42,43.7,Weather Extremes,-0.61,8.55
1.08E+18,-73.95,40.65,Weather Extremes,0.11,0.77
1.08E+18,-95.36,29.76,Weather Extremes,-0.69,2.46
1.08E+18,-97.34,33.36,Seriousness of Gas Emissions,0.47,5.11
1.08E+18,-117.16,32.72,Weather Extremes,-0.56,-1.44
1.08E+18,-122.77,48.12,Weather Extremes,-0.72,-1.8
1.08E+18,-122.68,45.52,Weather Extremes,0.45,-2.63
1.08E+18,-118.76,36.7,Weather Extremes,-0.37,-1.84
1.08E+18,-118.08,33.91,Weather Extremes,-0.29,-2.13
1.08E+18,-123.9,40.6,Weather Extremes,-0.1,-4.11
1.08E+18,-80.44,33.69,Weather Extremes,-0.45,2.51
1.08E+18,115.86,-31.95,Seriousness of Gas Emissions,-0.11,-0.52
1.08E+18,153.02,-27.47,Weather Extremes,-0.67,-2.41
1.08E+18,-114.98,36.03,Weather Extremes,-0.69,1.2
1.08E+18,-122.21,47.68,Weather Extremes,-0.61,-2.37
1.08E+18,-88.01,44.51,Weather Extremes,0.12,5.6
1.08E+18,-77.04,38.9,Weather Extremes,0.63,3.87
1.08E+18,-83.61,42.24,Weather Extremes,0.36,8.26
1.08E+18,-118.24,34.05,Weather Extremes,-0.37,-3.13
1.08E+18,-84.55,33.95,Seriousness of Gas Emissions,-0.04,2.57
1.08E+18,-81.46,36.66,Seriousness of Gas Emissions,-0.04,4.02
1.08E+18,-77.66,42.33,Seriousness of Gas Emissions,-0.04,7.76
1.08E+18,-82.69,40.23,Seriousness of Gas Emissions,-0.04,7.41
1.08E+18,151.22,-33.85,Weather Extremes,0.26,-1.34
1.08E+18,-70.84,42.68,Seriousness of Gas Emissions,-0.04,1.93
1.08E+18,144.94,-37.8,Weather Extremes,0.5,-2.29
1.08E+18,-72.4,5.34,Weather Extremes,-0.41,0.49
1.08E+18,-112.07,33.45,Weather Extremes,0.21,0.45
1.08E+18,-80.95,35.01,Seriousness of Gas Emissions,-0.04,3.54
1.08E+18,-84.68,43.62,Weather Extremes,-0.07,8.26
1.08E+18,-104.98,39.74,Weather Extremes,0,2.73
1.08E+18,-104.98,39.74,Weather Extremes,0.69,2.73
1.08E+18,-158.02,21.45,Seriousness of Gas Emissions,-0.32,0.35
1.08E+18,-122.43,47.32,Seriousness of Gas Emissions,-0.04,-2.37
1.08E+18,-156,19.64,Weather Extremes,-0.35,0.37
1.08E+18,-92.01,30.87,Seriousness of Gas Emissions,-0.04,3.06
1.08E+18,-96.7,33.02,Weather Extremes,-0.31,4.62
1.08E+18,-122.67,45.52,Weather Extremes,0.53,-2.63
1.08E+18,-80,40.44,Impact of Resource Overconsumption,-0.54,6.61
1.08E+18,-84.51,39.1,Weather Extremes,-0.38,5.91
1.08E+18,-111.76,34.4,Weather Extremes,0.48,0.74
1.08E+18,-97.23,32.93,Seriousness of Gas Emissions,-0.04,4.82
1.08E+18,-65.96,18.38,Seriousness of Gas Emissions,-0.04,-0.16
1.08E+18,-97.34,33.36,Weather Extremes,-0.01,5.11
1.08E+18,-118.76,36.7,Seriousness of Gas Emissions,-0.48,-1.84
1.08E+18,-114.06,51.05,Weather Extremes,-0.53,-2.9
1.08E+18,-111.76,34.4,Seriousness of Gas Emissions,-0.04,0.74
1.08E+18,-77.04,38.9,Weather Extremes,0.44,3.87
1.08E+18,-77.04,38.9,Seriousness of Gas Emissions,-0.03,3.87
1.08E+18,-87.62,41.88,Seriousness of Gas Emissions,-0.04,6.62
1.08E+18,-87.84,41.75,Weather Extremes,0.06,6.62
1.08E+18,-122.68,45.52,Weather Extremes,-0.13,-2.63
1.08E+18,-83,39.96,Seriousness of Gas Emissions,-0.04,6.75
1.08E+18,-105.61,38.73,Seriousness of Gas Emissions,-0.54,2.54
1.08E+18,-80.44,33.69,Weather Extremes,-0.19,2.51
1.08E+18,-52.78,47.52,Seriousness of Gas Emissions,-0.35,-2.36
1.08E+18,-75.84,43.16,Seriousness of Gas Emissions,0.24,6.55
1.08E+18,-82.36,36.3,Seriousness of Gas Emissions,-0.04,3.86
1.08E+18,-80.08,40.65,Seriousness of Gas Emissions,-0.23,7.07
1.08E+18,-96.82,33.15,Seriousness of Gas Emissions,-0.46,4.62
1.08E+18,-87.65,41.85,Seriousness of Gas Emissions,-0.24,6.62
1.08E+18,-118.24,34.05,Seriousness of Gas Emissions,-0.04,-3.13
1.08E+18,-122.44,47.25,Seriousness of Gas Emissions,0.24,-2.37
1.08E+18,-77.04,38.9,Weather Extremes,-0.4,3.87
1.08E+18,-81.7,41.5,Seriousness of Gas Emissions,-0.02,7.79
1.08E+18,77.4,23.25,Impact of Resource Overconsumption,0.63,2.29
1.08E+18,-121.77,37.68,Weather Extremes,0.83,-4.24
1.08E+18,-83.12,41.35,Weather Extremes,0.53,7.85
1.08E+18,-80.84,35.23,Weather Extremes,-0.04,3.54
1.08E+18,-74.01,40.71,Weather Extremes,-0.55,1.44
1.08E+18,-95.37,29.76,Weather Extremes,-0.71,2.46
1.08E+18,-116.78,34.69,Impact of Resource Overconsumption,-0.48,-0.96
1.08E+18,-74.01,40.71,Weather Extremes,0.7,1.44
1.08E+18,-102.08,32,Seriousness of Gas Emissions,-0.04,6.09
1.08E+18,-79.96,40.56,Weather Extremes,-0.11,6.61
1.08E+18,-70.62,41.39,Weather Extremes,-0.4,0.86
1.08E+18,-94.58,39.1,Weather Extremes,-0.29,4.59
1.08E+18,-76.63,36.98,Seriousness of Gas Emissions,-0.39,4.06
1.08E+18,-94.61,45.99,Seriousness of Gas Emissions,-0.04,3.77
1.08E+18,146.93,-36.05,Weather Extremes,0.01,-2.47
1.08E+18,-80.77,34.72,Weather Extremes,-0.63,3
1.08E+18,23.79,61.5,Impact of Resource Overconsumption,0.01,2.22
1.08E+18,-79.05,35.91,Seriousness of Gas Emissions,-0.04,3.67
1.08E+18,-75.7,45.41,Seriousness of Gas Emissions,-0.19,7.12
1.08E+18,-79.64,43.59,Weather Extremes,-0.27,8.55
1.08E+18,-95.36,29.76,Weather Extremes,0.46,2.46
1.08E+18,-80.06,41.06,Seriousness of Gas Emissions,0.24,7.59
1.08E+18,-65.96,18.38,Seriousness of Gas Emissions,-0.04,-0.16
1.08E+18,-80.07,26.46,Weather Extremes,-0.37,0.57
1.08E+18,0.46,51.77,Weather Extremes,-0.37,3.93
1.08E+18,-77.73,40.97,Seriousness of Gas Emissions,-0.34,4.99
1.08E+18,-95.37,29.76,Weather Extremes,-0.28,2.46
1.08E+18,-77.86,40.79,Weather Extremes,-0.37,4.99
1.08E+18,-88.21,44.08,Seriousness of Gas Emissions,-0.04,5.6
1.08E+18,-96.72,43.54,Weather Extremes,0.5,4.07
1.08E+18,-87.22,30.42,Seriousness of Gas Emissions,-0.04,2.08
1.08E+18,-85.31,35.05,Weather Extremes,0.37,3.35
1.08E+18,-95.94,41.26,Seriousness of Gas Emissions,-0.04,4.85
1.08E+18,-149.89,61.22,Seriousness of Gas Emissions,-0.04,-2.19
1.08E+18,-112.07,33.45,Weather Extremes,-0.73,0.45
1.08E+18,-94.61,45.99,Impact of Resource Overconsumption,0.66,3.77
1.08E+18,-83,40.25,Weather Extremes,0.3,7.3
1.08E+18,-112.6,52.23,Weather Extremes,-0.63,-3.88
1.08E+18,-118.12,33.88,Weather Extremes,-0.47,-2.13
1.08E+18,-96.8,32.78,Seriousness of Gas Emissions,-0.09,4.33
1.08E+18,-86.75,32.75,Seriousness of Gas Emissions,-0.04,2.28
1.08E+18,-83,39.96,Seriousness of Gas Emissions,-0.04,6.6
1.08E+18,-71.66,43.48,Weather Extremes,-0.47,3.11
1.08E+18,-84.56,42.73,Seriousness of Gas Emissions,0.04,7.94
1.08E+18,-118.91,34.17,Seriousness of Gas Emissions,0.06,-3.13
1.08E+18,175.72,-40.12,Weather Extremes,0.84,-2.3
1.08E+18,-78.78,35.79,Weather Extremes,0.72,3.69
1.08E+18,-114.59,50.93,Impact of Resource Overconsumption,0.82,-2.38
1.08E+18,-99.51,31.82,Seriousness of Gas Emissions,-0.04,5.15
1.08E+18,142.29,-10.62,Weather Extremes,0.69,-1.04
1.08E+18,151.21,-33.87,Seriousness of Gas Emissions,0.44,-1.34
1.08E+18,-75.84,43.16,Seriousness of Gas Emissions,-0.13,6.55
1.08E+18,-115.15,36.17,Weather Extremes,0.6,0.92
1.08E+18,-71.68,41.7,Seriousness of Gas Emissions,-0.04,0.76
1.08E+18,-73.33,40.76,Seriousness of Gas Emissions,-0.04,0.77
1.08E+18,-123.4,48.65,Weather Extremes,-0.47,-1.34
1.08E+18,-109.64,47.38,Weather Extremes,-0.47,1.19
1.08E+18,-77.04,38.9,Weather Extremes,-0.54,3.87
1.08E+18,-122.1,38.51,Weather Extremes,0.12,-4.01
1.08E+18,-82.46,27.95,Weather Extremes,-0.41,0.22
1.08E+18,-0.13,51.51,Weather Extremes,-0.38,4.06
1.08E+18,-77.34,38.97,Weather Extremes,-0.18,3.87
1.08E+18,-123.12,49.25,Seriousness of Gas Emissions,-0.59,-1.23
1.08E+18,-123.4,48.65,Weather Extremes,0.85,-1.34
1.08E+18,-103.66,30.36,Weather Extremes,-0.67,5.49
1.08E+18,-86.25,35.75,Seriousness of Gas Emissions,-0.04,3.52
1.08E+18,-116.78,34.69,Weather Extremes,0.18,-0.96
1.08E+18,129.08,35.18,Weather Extremes,0.5,0.13
1.08E+18,-74.08,40.73,Seriousness of Gas Emissions,0.01,1.44
1.08E+18,-74.4,40.08,Seriousness of Gas Emissions,0.01,1.44
1.08E+18,-120.5,44,Impact of Resource Overconsumption,-0.68,-3.73
1.08E+18,-74.17,39.94,Seriousness of Gas Emissions,0.18,1.44
1.08E+18,-111.76,34.4,Seriousness of Gas Emissions,-0.26,0.74
1.08E+18,-97.43,39.96,Weather Extremes,-0.09,3.86
1.08E+18,-118.48,35.57,Seriousness of Gas Emissions,-0.24,-2.56
1.08E+18,-80.63,40.37,Seriousness of Gas Emissions,-0.04,7.07
1.08E+18,-122.33,47.6,Weather Extremes,-0.21,-2.37
1.08E+18,-84.39,33.75,Seriousness of Gas Emissions,-0.04,2.57
1.08E+18,-122.1,38.51,Weather Extremes,-0.09,-4.01
1.08E+18,-77.08,39.03,Impact of Resource Overconsumption,-0.33,3.62
1.08E+18,-74.01,40.71,Weather Extremes,-0.42,1.44
1.08E+18,-89.38,43.07,Weather Extremes,-0.58,5.34
1.08E+18,-78.88,42.89,Weather Extremes,-0.46,8.5
1.08E+18,7.45,46.94,Weather Extremes,-0.58,2.63
1.08E+18,-86.16,39.77,Weather Extremes,-0.22,5.26
1.08E+18,-84.39,33.75,Weather Extremes,-0.09,2.57
1.08E+18,-81.53,28.38,Weather Extremes,-0.51,0.5
1.08E+18,-114.09,51.05,Weather Extremes,-0.09,-2.9
1.08E+18,-94.61,45.99,Seriousness of Gas Emissions,-0.04,3.77
1.08E+18,120.4,17.54,Weather Extremes,0.81,1.87
1.08E+18,-46.63,-23.55,Weather Extremes,0.79,0.3
1.08E+18,-112.07,33.45,Weather Extremes,-0.72,0.45
1.08E+18,-93.3,37.22,Weather Extremes,0.74,4.43
1.08E+18,-83.11,32.33,Weather Extremes,0.54,2.34
1.08E+18,-95.94,41.26,Weather Extremes,0.74,4.85
1.08E+18,-109.64,47.38,Seriousness of Gas Emissions,-0.29,1.19
1.08E+18,-75.69,45.42,Weather Extremes,-0.62,7.12
1.08E+18,6.11,60.65,Seriousness of Gas Emissions,0.36,10.34
1.08E+18,-83.5,32.75,Impact of Resource Overconsumption,0.67,2.34
1.08E+18,-93.88,44.16,Seriousness of Gas Emissions,-0.04,3.91
1.08E+18,-75.16,39.95,Impact of Resource Overconsumption,0.58,2.08
1.08E+18,-77.08,39.03,Impact of Resource Overconsumption,-0.59,3.62
1.08E+18,23.76,61.5,Seriousness of Gas Emissions,-0.38,2.22
1.08E+18,-96.82,33.15,Weather Extremes,-0.21,4.62
1.08E+18,-122.67,45.52,Weather Extremes,-0.49,-2.63
1.08E+18,-75.16,39.95,Weather Extremes,0.7,2.08
1.08E+18,-122.69,37.91,Seriousness of Gas Emissions,0.39,-3.58
1.08E+18,-83.92,35.96,Weather Extremes,-0.17,3.27
1.08E+18,-96.8,32.78,Weather Extremes,0.03,4.33
1.08E+18,153.02,-27.47,Seriousness of Gas Emissions,-0.4,-2.41
1.08E+18,-4.25,55.86,Weather Extremes,0.14,4.71
1.08E+18,-99.51,31.82,Impact of Resource Overconsumption,-0.74,5.15
1.08E+18,-79.87,43.26,Weather Extremes,0.7,8.55
1.08E+18,151.22,-33.85,Weather Extremes,-0.09,-1.34
1.08E+18,-84.68,43.62,Seriousness of Gas Emissions,-0.04,8.26
1.08E+18,100.49,13.75,Weather Extremes,-0.58,-0.36
1.08E+18,-157.86,21.31,Weather Extremes,-0.69,0.34
1.08E+18,-83.11,32.33,Weather Extremes,0.3,2.34
1.08E+18,144.58,-22.16,Impact of Resource Overconsumption,-0.36,-3.5
1.08E+18,-86.17,40.33,Seriousness of Gas Emissions,-0.25,6.26
1.08E+18,-112.07,33.45,Weather Extremes,0.51,0.45
1.08E+18,-81.3,37.74,Weather Extremes,-0.04,5.01
1.08E+18,-81.46,27.76,Weather Extremes,-0.41,0.4
1.08E+18,-75.52,39.16,Weather Extremes,-0.69,2.08
1.08E+18,-110.93,32.22,Weather Extremes,-0.09,1.36
1.08E+18,-111.89,40.76,Weather Extremes,0.37,2.51
1.08E+18,-81.98,26.61,Weather Extremes,0.7,0.41
1.08E+18,-104.82,38.83,Weather Extremes,-0.37,2.54
1.08E+18,145.03,-37.81,Seriousness of Gas Emissions,-0.24,-2.47
1.08E+18,-81.46,27.76,Seriousness of Gas Emissions,-0.04,0.4
1.08E+18,-73.96,40.79,Weather Extremes,0.77,0.77
1.08E+18,-113.47,53.55,Impact of Resource Overconsumption,-0.86,-4.02
1.08E+18,-111.94,33.43,Weather Extremes,0.24,0.77
1.08E+18,-123.12,49.25,Weather Extremes,-0.62,-1.23
1.08E+18,-118.76,36.7,Weather Extremes,0.75,-1.84
1.08E+18,-104.82,38.83,Weather Extremes,0.43,2.54
1.08E+18,-157.86,21.31,Weather Extremes,0.81,0.34
1.08E+18,-118.76,36.7,Seriousness of Gas Emissions,-0.04,-1.84
1.08E+18,-79.04,35.67,Weather Extremes,0.29,3.67
1.08E+18,-114.02,43.64,Seriousness of Gas Emissions,-0.28,-0.53
1.08E+18,-74.4,40.08,Seriousness of Gas Emissions,-0.04,1.44
1.08E+18,150.63,-35.11,Weather Extremes,0.61,-1.35
1.08E+18,-114.06,51.05,Impact of Resource Overconsumption,0.82,-2.9
1.08E+18,115.86,-31.95,Weather Extremes,-0.52,-0.52
1.08E+18,-122.52,37.93,Impact of Resource Overconsumption,-0.18,-3.58
1.08E+18,-81.06,29.29,Weather Extremes,0.42,0.88
1.08E+18,-80.19,25.77,Weather Extremes,0.11,0.61
1.08E+18,-155.43,19.59,Seriousness of Gas Emissions,-0.16,0.37
1.08E+18,-124.1,43.98,Weather Extremes,-0.47,-2.81
1.08E+18,-81.39,28.66,Weather Extremes,0.22,0.5
1.08E+18,-90.07,29.95,Weather Extremes,0.28,2.61
1.08E+18,-84.39,33.75,Weather Extremes,0.05,2.57
1.08E+18,-80.14,25.79,Weather Extremes,0.72,0.61
1.08E+18,-77.04,38.9,Seriousness of Gas Emissions,-0.24,3.87
1.08E+18,-84.37,43.01,Weather Extremes,0.18,8.26
1.08E+18,151.78,-32.92,Seriousness of Gas Emissions,-0.5,-1.99
1.08E+18,55.31,25.08,Weather Extremes,-0.11,2.75
1.08E+18,-92.5,34.75,Weather Extremes,0.36,4.84
1.08E+18,4.65,50.91,Weather Extremes,0.74,6.18
1.08E+18,-121.18,38.68,Seriousness of Gas Emissions,-0.04,-4.01
1.08E+18,-101.88,33.56,Seriousness of Gas Emissions,-0.04,6.58
1.08E+18,-118.24,34.05,Seriousness of Gas Emissions,-0.04,-3.13
1.08E+18,144.58,-22.16,Weather Extremes,-0.76,-3.5
1.08E+18,88.36,22.54,Seriousness of Gas Emissions,0.7,0.2
1.08E+18,151.22,-33.85,Weather Extremes,0.66,-1.34
1.08E+18,133.23,-19.85,Weather Extremes,0.11,-1.51
1.08E+18,-97.74,30.27,Seriousness of Gas Emissions,-0.04,3.51
1.08E+18,77.5,12.89,Weather Extremes,-0.41,0.09
1.08E+18,-83.01,40.2,Seriousness of Gas Emissions,0.04,7.3
1.08E+18,-77.73,40.97,Weather Extremes,0.66,4.99
1.08E+18,72.88,19.08,Seriousness of Gas Emissions,-0.23,1.99
1.08E+18,-122.9,47.04,Weather Extremes,0.53,-2.37
1.08E+18,-117.78,33.54,Weather Extremes,0.04,-1.71
1.08E+18,-80.19,25.77,Weather Extremes,0.26,0.61
1.08E+18,151.05,-33.78,Weather Extremes,-0.67,-1.34
1.08E+18,28.19,-25.74,Seriousness of Gas Emissions,0.07,0.88
1.08E+18,-99.51,31.82,Impact of Resource Overconsumption,-0.73,5.15
1.08E+18,-79.38,40.32,Weather Extremes,0.44,6.61
1.08E+18,-1.28,51.67,Impact of Resource Overconsumption,-0.04,4.35
1.08E+18,-76.29,36.85,Weather Extremes,-0.45,4.06
1.08E+18,-77.04,38.9,Weather Extremes,-0.64,3.87
1.08E+18,-122.68,45.52,Weather Extremes,0.72,-2.63
1.08E+18,-118.24,34.05,Weather Extremes,0.44,-3.13
1.08E+18,-112.07,33.45,Weather Extremes,0.72,0.45
1.08E+18,23.79,61.5,Weather Extremes,0.73,2.22
1.08E+18,144.96,-37.81,Weather Extremes,-0.11,-2.29
1.08E+18,-97.34,33.36,Weather Extremes,-0.47,5.11
1.08E+18,-122.68,45.52,Weather Extremes,-0.37,-2.63
1.08E+18,-1.47,53.38,Weather Extremes,-0.65,4.98
1.08E+18,-2.75,52.67,Weather Extremes,-0.07,5.25
1.08E+18,-125,55,Impact of Resource Overconsumption,0.82,-2.94
1.08E+18,31.01,-29.86,Seriousness of Gas Emissions,-0.04,0.36
1.08E+18,-117.04,34.03,Weather Extremes,-0.81,-1.98
1.08E+18,-72.68,41.78,Seriousness of Gas Emissions,-0.27,0.81
1.08E+18,143.86,-37.56,Weather Extremes,0.67,-2.34
1.08E+18,-122.42,37.77,Impact of Resource Overconsumption,0.82,-3.58
1.08E+18,-97.34,37.69,Weather Extremes,-0.37,3.92
1.08E+18,-118.24,34.05,Weather Extremes,-0.33,-3.13
1.08E+18,-87.65,41.85,Weather Extremes,-0.37,6.62
1.08E+18,-77.04,38.9,Weather Extremes,0.52,3.87
1.08E+18,-90.08,29.95,Weather Extremes,-0.51,2.61
1.08E+18,-82.69,40.23,Seriousness of Gas Emissions,-0.24,7.41
1.08E+18,-9.25,53.9,Seriousness of Gas Emissions,0.43,4.48
1.08E+18,-123.11,49.26,Seriousness of Gas Emissions,0.1,-1.23
1.08E+18,-6.38,52.96,Weather Extremes,0.54,4.56
1.08E+18,174.78,-41.29,Impact of Resource Overconsumption,0.43,-1.94
1.08E+18,-78.5,38.04,Impact of Resource Overconsumption,0.09,4.49
1.08E+18,-2,54,Seriousness of Gas Emissions,-0.04,5.14
1.08E+18,-94.16,45.56,Weather Extremes,-0.55,3.77
1.08E+18,-117.35,33.16,Seriousness of Gas Emissions,-0.04,-1.71
1.08E+18,-5.44,56.04,Impact of Resource Overconsumption,0.22,4.74
1.08E+18,-122.33,47.6,Seriousness of Gas Emissions,-0.56,-2.37
1.08E+18,-81.46,27.76,Impact of Resource Overconsumption,0,0.4
1.08E+18,3.39,6.46,Seriousness of Gas Emissions,0.71,0.72
1.08E+18,3.39,6.46,Seriousness of Gas Emissions,0.66,0.72
1.08E+18,13.73,56.22,Weather Extremes,0.53,6.98
1.08E+18,-122.67,45.52,Weather Extremes,-0.44,-2.63
1.08E+18,153.02,-27.47,Weather Extremes,-0.79,-2.41
1.08E+18,-97.74,30.27,Impact of Resource Overconsumption,0.32,3.51
1.08E+18,-122.68,45.52,Weather Extremes,0.56,-2.63
1.08E+18,-122.67,45.52,Weather Extremes,0.56,-2.63
1.08E+18,172.79,-43.65,Weather Extremes,0.06,-1.67
1.08E+18,-85.16,37.57,Weather Extremes,-0.37,3.97
1.08E+18,-123.1,44.05,Weather Extremes,-0.17,-2.88
1.08E+18,-2.25,53.48,Weather Extremes,0.74,5.14
1.08E+18,-98.13,29.16,Seriousness of Gas Emissions,0.49,3
1.08E+18,73.13,19,Impact of Resource Overconsumption,0.49,2.09
1.08E+18,77.59,12.97,Weather Extremes,0.68,0.09
1.08E+18,-77.04,38.9,Seriousness of Gas Emissions,-0.3,3.87
1.08E+18,-0.5,51.4,Impact of Resource Overconsumption,-0.24,4.06
1.08E+18,-77.04,38.9,Seriousness of Gas Emissions,-0.04,3.87
1.08E+18,-122.03,47.53,Weather Extremes,-0.15,-2.37
1.08E+18,144.36,-38.15,Impact of Resource Overconsumption,0,-2.39
1.08E+18,-81.63,38.35,Seriousness of Gas Emissions,0.39,5.89
1.08E+18,-80.19,25.77,Weather Extremes,-0.77,0.61
1.08E+18,-79.42,43.7,Weather Extremes,0.23,8.55
1.08E+18,-76.29,36.85,Weather Extremes,-0.01,4.06
1.08E+18,-77.04,38.9,Weather Extremes,0.46,3.87
1.08E+18,73.45,29.54,Weather Extremes,-0.03,2.84
1.08E+18,-84.19,39.76,Weather Extremes,0.23,5.91
1.08E+18,145,-37,Seriousness of Gas Emissions,-0.27,-2.29
1.08E+18,-77.28,42.89,Weather Extremes,0.69,7.76
1.08E+18,-3.84,56.37,Impact of Resource Overconsumption,-0.28,4.9
1.08E+18,-2.6,51.45,Weather Extremes,-0.64,4.72
1.08E+18,174.78,-41.29,Weather Extremes,0.45,-1.94
1.08E+18,-80.07,26.62,Weather Extremes,0.45,0.57
1.08E+18,-117.87,33.75,Weather Extremes,0.23,-1.71
1.08E+18,-7.25,52.65,Weather Extremes,0.23,4.44
1.08E+18,-0.67,52.8,Weather Extremes,0.12,4.34
1.08E+18,-1.47,53.38,Seriousness of Gas Emissions,-0.2,4.98
1.08E+18,-2.36,51.38,Seriousness of Gas Emissions,0.38,4.72
1.08E+18,-123.36,48.43,Weather Extremes,0.45,-1.34
1.08E+18,-2.72,52.06,Seriousness of Gas Emissions,0.38,5.25
1.08E+18,0,51.53,Weather Extremes,0.01,3.93
1.08E+18,-0.33,51.42,Weather Extremes,0.86,4.06
1.08E+18,-77.29,42.87,Weather Extremes,-0.54,7.76
1.08E+18,-76.71,39.3,Weather Extremes,0.03,2.74
1.08E+18,-93.31,41.92,Impact of Resource Overconsumption,-0.55,5.25
1.08E+18,-119.08,34.45,Weather Extremes,-0.6,-2.7
1.08E+18,-6.26,53.35,Seriousness of Gas Emissions,-0.65,4.95
1.08E+18,-97.34,33.36,Seriousness of Gas Emissions,-0.27,5.11
1.08E+18,-77.43,39.01,Weather Extremes,0.28,3.62
1.08E+18,-0.46,51.47,Weather Extremes,-0.46,4.06
1.08E+18,-114.09,51.05,Weather Extremes,0.17,-2.9
1.08E+18,-2.6,51.46,Seriousness of Gas Emissions,0.27,4.72
1.08E+18,9.99,57.02,Weather Extremes,0.45,8.08
1.08E+18,-0.09,51.47,Seriousness of Gas Emissions,-0.37,4.06
1.08E+18,-80.84,35.23,Impact of Resource Overconsumption,-0.03,3.54
1.08E+18,-6.26,53.35,Impact of Resource Overconsumption,-0.63,4.95
1.08E+18,151.21,-33.87,Weather Extremes,0.45,-1.34
1.08E+18,-1.32,51.4,Weather Extremes,-0.6,4.35
1.08E+18,-0.13,51.51,Impact of Resource Overconsumption,0.88,4.06
1.08E+18,-73.1,40.86,Impact of Resource Overconsumption,0.13,0.77
1.08E+18,144.96,-37.81,Weather Extremes,-0.45,-2.29
1.08E+18,-73.1,40.86,Weather Extremes,-0.57,0.77
1.08E+18,144.96,-37.81,Weather Extremes,-0.45,-2.29
1.08E+18,-1.09,50.8,Weather Extremes,-0.45,3.69
1.08E+18,5.58,51.8,Weather Extremes,-0.6,6.63
1.08E+18,-0.32,50.83,Weather Extremes,0.76,3.74
1.08E+18,79.42,29.2,Weather Extremes,0.45,0.7
1.08E+18,-93.31,41.92,Seriousness of Gas Emissions,-0.4,5.25
1.08E+18,-99.51,31.82,Weather Extremes,-0.37,5.15
1.08E+18,-118.76,36.7,Weather Extremes,-0.42,-1.84
1.08E+18,12.06,44.36,Impact of Resource Overconsumption,0.44,4.16
1.08E+18,-83,40.25,Seriousness of Gas Emissions,-0.04,7.3
1.08E+18,144.58,-22.16,Weather Extremes,-0.48,-3.5
1.08E+18,77.59,12.97,Impact of Resource Overconsumption,-0.58,0.09
1.08E+18,-75.69,45.42,Impact of Resource Overconsumption,-0.1,7.12
1.08E+18,-91.15,38.75,Seriousness of Gas Emissions,-0.44,5.1
1.08E+18,-0.13,51.51,Impact of Resource Overconsumption,0.5,4.06
1.08E+18,-75.69,45.42,Seriousness of Gas Emissions,-0.69,7.12
1.08E+18,-105.52,38.62,Weather Extremes,0.74,2.54
1.08E+18,19.26,42.44,Weather Extremes,0.45,4.03
1.08E+18,-2,54,Impact of Resource Overconsumption,0.2,5.14
1.08E+18,11.52,3.87,Seriousness of Gas Emissions,-0.45,1.08
1.08E+18,-77.52,40.05,Weather Extremes,0.74,4.99
1.08E+18,8.56,40.73,Impact of Resource Overconsumption,0.47,1.54
1.08E+18,-2.03,53.63,Weather Extremes,-0.25,5.14
1.08E+18,144.96,-37.81,Impact of Resource Overconsumption,-0.45,-2.29
1.08E+18,-74.01,40.71,Impact of Resource Overconsumption,0.73,1.44
1.08E+18,-78.71,37.64,Seriousness of Gas Emissions,0.07,4.31
1.08E+18,-116.78,34.69,Seriousness of Gas Emissions,0.6,-0.96
1.08E+18,-0.13,51.51,Weather Extremes,0.52,4.06
1.08E+18,-83.55,35.79,Weather Extremes,-0.67,3.27
1.08E+18,-97.52,35.47,Seriousness of Gas Emissions,-0.04,4.2
1.08E+18,138.6,-34.93,Seriousness of Gas Emissions,-0.48,-1.06
1.08E+18,-121.97,38.52,Weather Extremes,0.08,-4.01
1.08E+18,-63.57,44.65,Seriousness of Gas Emissions,0.59,1.52
1.08E+18,23.79,61.5,Seriousness of Gas Emissions,-0.35,2.22
1.08E+18,-80.82,35.24,Seriousness of Gas Emissions,-0.26,3.54
1.08E+18,-71.02,42.6,Weather Extremes,0.12,2.21
1.08E+18,-75.16,39.95,Weather Extremes,-0.37,2.08
1.08E+18,-88.02,44.52,Impact of Resource Overconsumption,-0.66,5.6
1.08E+18,-80.27,26.27,Weather Extremes,0.03,0.57
1.08E+18,3.72,51.05,Weather Extremes,0.66,4.8
1.08E+18,-0.19,51.46,Weather Extremes,-0.42,4.06
1.08E+18,-114.06,51.05,Weather Extremes,-0.39,-2.9
1.08E+18,-87.04,35.62,Seriousness of Gas Emissions,0.35,3.74
1.08E+18,-2,54,Weather Extremes,-0.39,5.14
1.08E+18,9.5,45.31,Weather Extremes,0.53,2.78
1.08E+18,-84.68,43.62,Seriousness of Gas Emissions,-0.04,8.26
1.08E+18,-87.65,41.85,Weather Extremes,-0.41,6.62
1.08E+18,5.37,43.3,Weather Extremes,0.19,0.07
1.08E+18,106.7,10.78,Weather Extremes,0.19,0.26
1.08E+18,-2.97,56.46,Weather Extremes,0.19,4.61
1.08E+18,-0.08,51.53,Impact of Resource Overconsumption,-0.3,4.06
1.08E+18,-82.42,39.9,Seriousness of Gas Emissions,-0.44,6.75
1.08E+18,147,-42,Weather Extremes,0.19,-2.02
1.08E+18,1,51.05,Impact of Resource Overconsumption,-0.22,3.93
1.08E+18,-2.6,51.45,Weather Extremes,0.45,4.72
1.08E+18,-2,54,Weather Extremes,0.19,5.14
1.08E+18,-3.63,50.81,Weather Extremes,0.19,4.25
